id,sinav_turu,yil,konu,alt_konu,soru_tipi,zorluk,soru_metin,secenek_A,secenek_B,secenek_C,secenek_D,secenek_E,dogru_cevap,kaynak_turu,gorsel_bagimli,text_input,stratify_col
256,LGS,2025,Kareköklü ifadeler,Problem Çözme,Problem,Kolay,Her adım atışında √3 metre ilerleyen Smith evin kapısından 9 metre uzaktadır. Buna göre kaçıncı adımında evden içeri ilk adımını atmış olur?,4,5,6,7,8,C,Kitap,yok,"[SORU] Her adım atışında √3 metre ilerleyen Smith evin kapısından 9 metre uzaktadır. Buna göre kaçıncı adımında evden içeri ilk adımını atmış olur?
[A] 4
[B] 5
[C] 6
[D] 7
[E] 8",Problem Çözme_Problem
382,LGS,2020,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Yorum,Kolay,"√0,64 sayısı için aşağıdakilerden hangisi yanlıştır?",Değeri 0 ile 1 arasındadır,5 ile çarpımı bir tam sayıdır,"√4,84 sayısı ile toplamı 3'tür","4 sayısı ile çarpımı √2,56'dır",,A,Örnek,yok,"[SORU] √0,64 sayısı için aşağıdakilerden hangisi yanlıştır?
[A] Değeri 0 ile 1 arasındadır
[B] 5 ile çarpımı bir tam sayıdır
[C] √4,84 sayısı ile toplamı 3'tür
[D] 4 sayısı ile çarpımı √2,56'dır",Üslü ve Köklü İfadeler_Yorum
91,LGS,2020,Kareköklü İfadeler,Alan ve Geometri,Problem,Zor,"Yukarıdaki bitişik iki kareden büyük olanın alanı 48 br², küçük olanın alanı 24 br²’dir. Buna göre AB kenarının uzunluğu aşağıdaki aralıkların hangisindedir?","(1, 3/2)","(3/2, 5/2)","(5/2, 3)","(3, 7/2)","(7/2, 9/2)",B,Örnek,bagimli,"[SORU] Yukarıdaki bitişik iki kareden büyük olanın alanı 48 br², küçük olanın alanı 24 br²’dir. Buna göre AB kenarının uzunluğu aşağıdaki aralıkların hangisindedir?
[A] (1, 3/2)
[B] (3/2, 5/2)
[C] (5/2, 3)
[D] (3, 7/2)
[E] (7/2, 9/2)
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
530,LGS,2025,Kareköklü İfadeler,Karşılaştırma ve Sıralama,Yorum,Zor,"7 eş parçaya ayrılmış sayı doğrusunda √10 kırmızı bölgede, √24 yeşil bölgede olacak şekilde sayılar yerleştiriliyor. Buna göre hangi kareköklü ifade her durumda pembe bölgededir?",√45,√50,√60,√65,,C,MEB,bagimli,"[SORU] 7 eş parçaya ayrılmış sayı doğrusunda √10 kırmızı bölgede, √24 yeşil bölgede olacak şekilde sayılar yerleştiriliyor. Buna göre hangi kareköklü ifade her durumda pembe bölgededir?
[A] √45
[B] √50
[C] √60
[D] √65
[GÖRSEL] Bu soru görsele bağlıdır.",Karşılaştırma ve Sıralama_Yorum
271,LGS,2025,Kareköklü ifadeler,Yaklaşık Değer,Yorum,Zor,"x = √35, y = √17. Buna göre x + y toplamı aşağıdaki aralıkların hangisindedir?","(7,15/2)","(15/2,17/2)","(17/2,19/2)","(19/2,21/2)","(21/2,11)",D,Kitap,yok,"[SORU] x = √35, y = √17. Buna göre x + y toplamı aşağıdaki aralıkların hangisindedir?
[A] (7,15/2)
[B] (15/2,17/2)
[C] (17/2,19/2)
[D] (19/2,21/2)
[E] (21/2,11)",Yaklaşık Değer_Yorum
417,LGS,2025,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Orta,√96 ile aşağıdakilerden hangisinin çarpımı bir doğal sayı değildir?,√24,√54,√72,√150,,C,MEB,yok,"[SORU] √96 ile aşağıdakilerden hangisinin çarpımı bir doğal sayı değildir?
[A] √24
[B] √54
[C] √72
[D] √150",İşlem ve Sadeleştirme_Hesaplama
174,LGS,2025,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Kolay,√20 + 2√12 - (5/√5) - (9/√3) işlemi kaça eşittir?,0,√5 - 1,√3 + 1,√5 + √3,√5 + √2,D,Kitap,yok,"[SORU] √20 + 2√12 - (5/√5) - (9/√3) işlemi kaça eşittir?
[A] 0
[B] √5 - 1
[C] √3 + 1
[D] √5 + √3
[E] √5 + √2",İşlem ve Sadeleştirme_Hesaplama
542,LGS,2025,Kareköklü İfadeler,Karşılaştırma ve Sıralama,Yorum,Zor,"Dokuz kartta köklü ifadeler var. Kartlar değerlerine göre A, B ve C kutularına atılıyor. Koşullara göre x+y+z en az kaçtır?",58,61,62,63,,C,MEB,destekleyici,"[SORU] Dokuz kartta köklü ifadeler var. Kartlar değerlerine göre A, B ve C kutularına atılıyor. Koşullara göre x+y+z en az kaçtır?
[A] 58
[B] 61
[C] 62
[D] 63",Karşılaştırma ve Sıralama_Yorum
691,LGS,2019,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Orta,a ve b doğal sayılardır. a√b = √32 olduğuna göre a + b aşağıdakilerden hangisi olamaz?,33,10,6,5,,A,MEB,yok,"[SORU] a ve b doğal sayılardır. a√b = √32 olduğuna göre a + b aşağıdakilerden hangisi olamaz?
[A] 33
[B] 10
[C] 6
[D] 5",İşlem ve Sadeleştirme_Hesaplama
362,LGS,2020,Kareköklü İfadeler,Alan ve Geometri,Problem,Zor,Yukarıdaki kenar uzunlukları verilen ABC dik üçgeninin alanı ile KLMN dikdörtgeninin alanı birbirine eşittir. Buna göre |KL| kaç santimetredir?,2√3,4√3,6√3,8√3,,B,Deneme,bagimli,"[SORU] Yukarıdaki kenar uzunlukları verilen ABC dik üçgeninin alanı ile KLMN dikdörtgeninin alanı birbirine eşittir. Buna göre |KL| kaç santimetredir?
[A] 2√3
[B] 4√3
[C] 6√3
[D] 8√3
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
173,LGS,2025,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Kolay,(√(2/5) + √(5/2)) . √10 işlemi kaça eşittir?,1,2,3,7,9,D,Kitap,yok,"[SORU] (√(2/5) + √(5/2)) . √10 işlemi kaça eşittir?
[A] 1
[B] 2
[C] 3
[D] 7
[E] 9",İşlem ve Sadeleştirme_Hesaplama
192,LGS,2025,Kareköklü İfadeler,Denklemler,Hesaplama,Orta,³√(10^x + 10^x + 10^x + 10^x) / ³√(5^x + 5^x) = √2 ise x kaçtır?,1/2,1,2,5/2,10/3,A,Kitap,yok,"[SORU] ³√(10^x + 10^x + 10^x + 10^x) / ³√(5^x + 5^x) = √2 ise x kaçtır?
[A] 1/2
[B] 1
[C] 2
[D] 5/2
[E] 10/3",Denklemler_Hesaplama
72,LGS,2020,Kareköklü İfadeler,Denklemler,Hesaplama,Orta,√(x·√(x·√x)) = ⁴√2 · ⁴√8 ise x kaçtır?,√2/2,³√2,√2,2,2√2,C,Deneme,yok,"[SORU] √(x·√(x·√x)) = ⁴√2 · ⁴√8 ise x kaçtır?
[A] √2/2
[B] ³√2
[C] √2
[D] 2
[E] 2√2",Denklemler_Hesaplama
550,LGS,2025,Kareköklü İfadeler,Yaklaşık Değer,Yorum,Orta,Alanları verilen kare araziler arasında en kısa yolun uzunluğu hangi doğal sayıya yakındır?,15,16,17,18,,B,MEB,bagimli,"[SORU] Alanları verilen kare araziler arasında en kısa yolun uzunluğu hangi doğal sayıya yakındır?
[A] 15
[B] 16
[C] 17
[D] 18
[GÖRSEL] Bu soru görsele bağlıdır.",Yaklaşık Değer_Yorum
283,LGS,2025,Kareköklü ifadeler,İşlem ve Sadeleştirme,Hesaplama,Kolay,(√18 + √8)·√2 + √28/√7 işlemi kaça eşittir?,√21,5√3,10,√65,12,E,Kitap,yok,"[SORU] (√18 + √8)·√2 + √28/√7 işlemi kaça eşittir?
[A] √21
[B] 5√3
[C] 10
[D] √65
[E] 12",İşlem ve Sadeleştirme_Hesaplama
608,LGS,2023,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Yorum,Orta,"Bölme işlemleriyle elde edilen K, L, M ve N ifadelerinden hangisi irrasyonel sayıdır?",K,L,M,N,,D,MEB,bagimli,"[SORU] Bölme işlemleriyle elde edilen K, L, M ve N ifadelerinden hangisi irrasyonel sayıdır?
[A] K
[B] L
[C] M
[D] N
[GÖRSEL] Bu soru görsele bağlıdır.",Üslü ve Köklü İfadeler_Yorum
570,LGS,2025,Kareköklü İfadeler,Problem Çözme,Problem,Zor,"Fotoğraf makinesi net alan derinliği sorusu. Ağaca uzaklık √180 m. Net alan derinliği mesafenin yarısı. Net olan bölge derinliğin 1/3'ü. Net bölgedeki nesnenin uzaklığı (en küçük, en büyük) nedir?","11, 18","11, 17","12, 17","12, 18",,C,MEB,bagimli,"[SORU] Fotoğraf makinesi net alan derinliği sorusu. Ağaca uzaklık √180 m. Net alan derinliği mesafenin yarısı. Net olan bölge derinliğin 1/3'ü. Net bölgedeki nesnenin uzaklığı (en küçük, en büyük) nedir?
[A] 11, 18
[B] 11, 17
[C] 12, 17
[D] 12, 18
[GÖRSEL] Bu soru görsele bağlıdır.",Problem Çözme_Problem
531,LGS,2025,Kareköklü İfadeler,Problem Çözme,Problem,Zor,Dikdörtgen bir kart ve kısa kenarı 7 cm olan bir zarf ile ilgili verilen katlama ve kesme işlemlerine göre zarfın uzun kenarı aşağıdakilerden hangisi olabilir?,2√15,6√2,3√10,4√6,,B,MEB,bagimli,"[SORU] Dikdörtgen bir kart ve kısa kenarı 7 cm olan bir zarf ile ilgili verilen katlama ve kesme işlemlerine göre zarfın uzun kenarı aşağıdakilerden hangisi olabilir?
[A] 2√15
[B] 6√2
[C] 3√10
[D] 4√6
[GÖRSEL] Bu soru görsele bağlıdır.",Problem Çözme_Problem
210,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Orta,√((2 − √5)^2) + √((3 − √5)^2) − ⁴√((-2)^4) işlemi aşağıdakilerden hangisine eşittir?,-2,-1,√5,2√5,5,B,Kitap,yok,"[SORU] √((2 − √5)^2) + √((3 − √5)^2) − ⁴√((-2)^4) işlemi aşağıdakilerden hangisine eşittir?
[A] -2
[B] -1
[C] √5
[D] 2√5
[E] 5",Üslü ve Köklü İfadeler_Hesaplama
151,LGS,2025,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Kolay,(√3 - √2) . (√3 + √2) işlemi kaça eşittir?,1,√2,√3,2√2,6√6,A,Kitap,yok,"[SORU] (√3 - √2) . (√3 + √2) işlemi kaça eşittir?
[A] 1
[B] √2
[C] √3
[D] 2√2
[E] 6√6",İşlem ve Sadeleştirme_Hesaplama
513,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Hesaplama,Kolay,Alanı 200 m² olan dikdörtgen şeklindeki bir bahçenin kenar uzunluklarının oranı 2/5 olduğuna göre bu bahçenin çevresi kaç metredir?,7√10,14√5,14√10,28√5,,D,MEB,yok,"[SORU] Alanı 200 m² olan dikdörtgen şeklindeki bir bahçenin kenar uzunluklarının oranı 2/5 olduğuna göre bu bahçenin çevresi kaç metredir?
[A] 7√10
[B] 14√5
[C] 14√10
[D] 28√5",Alan ve Geometri_Hesaplama
494,LGS,2025,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Kolay,3√18 − 2√32 + √162 işleminin sonucu aşağıdakilerden hangisidir?,8√2,10√2,24√2,26√2,,B,MEB,yok,"[SORU] 3√18 − 2√32 + √162 işleminin sonucu aşağıdakilerden hangisidir?
[A] 8√2
[B] 10√2
[C] 24√2
[D] 26√2",İşlem ve Sadeleştirme_Hesaplama
267,LGS,2025,Kareköklü ifadeler,Üslü ve Köklü İfadeler,Hesaplama,Orta,³√(3 · √9 · ⁴√27) = 3^(x/24) ise x kaçtır?,19,20,21,22,23,A,Kitap,yok,"[SORU] ³√(3 · √9 · ⁴√27) = 3^(x/24) ise x kaçtır?
[A] 19
[B] 20
[C] 21
[D] 22
[E] 23",Üslü ve Köklü İfadeler_Hesaplama
677,LGS,2019,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Orta,Aşağıdakilerden hangisi yanlıştır?,√50 = 5√2,√98 = 7√2,√27 = 3√3,√24 = 3√6,,D,MEB,yok,"[SORU] Aşağıdakilerden hangisi yanlıştır?
[A] √50 = 5√2
[B] √98 = 7√2
[C] √27 = 3√3
[D] √24 = 3√6",İşlem ve Sadeleştirme_Hesaplama
275,LGS,2025,Kareköklü ifadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,⁶√3 · ⁴√3 · ¹²√3 işlemi kaça eşittir?,√3/3,1,√3,³√3,3,C,Kitap,yok,"[SORU] ⁶√3 · ⁴√3 · ¹²√3 işlemi kaça eşittir?
[A] √3/3
[B] 1
[C] √3
[D] ³√3
[E] 3",Üslü ve Köklü İfadeler_Hesaplama
322,LGS,2024,Kareköklü İfadeler,Karşılaştırma ve Sıralama,Yorum,Kolay,Raf arası genişlik 14 cm’dir. Kitapları dik koymak şartıyla aşağıdaki kitaplardan hangisi rafa yerleştirilemez?,5√6 cm,3√5 cm,6√5 cm,9√3 cm,,D,Deneme,destekleyici,"[SORU] Raf arası genişlik 14 cm’dir. Kitapları dik koymak şartıyla aşağıdaki kitaplardan hangisi rafa yerleştirilemez?
[A] 5√6 cm
[B] 3√5 cm
[C] 6√5 cm
[D] 9√3 cm",Karşılaştırma ve Sıralama_Yorum
160,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Problem,Kolay,"Kenar uzunlukları √50, √18 ve √8 cm olan dikdörtgen prizmanın yüzeyinden giden karıncanın alacağı en kısa yol?",√75,√100,√128,√200,√400,D,Kitap,destekleyici,"[SORU] Kenar uzunlukları √50, √18 ve √8 cm olan dikdörtgen prizmanın yüzeyinden giden karıncanın alacağı en kısa yol?
[A] √75
[B] √100
[C] √128
[D] √200
[E] √400",Alan ve Geometri_Problem
408,LGS,2025,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Orta,Aşağıdaki çarpma işlemlerinden hangisinin sonucu bir tam sayı değildir?,5√12 · 4√3,3√6 · 6√2,7√5 · 4√5,6√27 · 3√3,,B,MEB,yok,"[SORU] Aşağıdaki çarpma işlemlerinden hangisinin sonucu bir tam sayı değildir?
[A] 5√12 · 4√3
[B] 3√6 · 6√2
[C] 7√5 · 4√5
[D] 6√27 · 3√3",İşlem ve Sadeleştirme_Hesaplama
623,LGS,2020,Kareköklü İfadeler,Problem Çözme,Yorum,Zor,"Dikdörtgen şeklindeki bir kağıt, alanları santimetrekare cinsinden 10’dan büyük birer tam kare pozitif tam sayıya eşit olan karesel bölgelere şekildeki gibi ayrılmıştır. Eşit alanlı bölgeler aynı harf ile gösterildiğine göre dikdörtgen şeklindeki bu kağıdın bir yüzünün alanı en az kaç santimetrekaredir?",168,255,364,392,,C,MEB,bagimli,"[SORU] Dikdörtgen şeklindeki bir kağıt, alanları santimetrekare cinsinden 10’dan büyük birer tam kare pozitif tam sayıya eşit olan karesel bölgelere şekildeki gibi ayrılmıştır. Eşit alanlı bölgeler aynı harf ile gösterildiğine göre dikdörtgen şeklindeki bu kağıdın bir yüzünün alanı en az kaç santimetrekaredir?
[A] 168
[B] 255
[C] 364
[D] 392
[GÖRSEL] Bu soru görsele bağlıdır.",Problem Çözme_Yorum
333,LGS,2020,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Hesaplama,Kolay,Aşağıdakilerden hangisi tam kare doğal sayıdır?,8,27,35,49,,D,Örnek,yok,"[SORU] Aşağıdakilerden hangisi tam kare doğal sayıdır?
[A] 8
[B] 27
[C] 35
[D] 49",Tam Sayı / Özel Tanımlar_Hesaplama
113,LGS,2022,Kareköklü İfadeler,Karşılaştırma ve Sıralama,Problem,Orta,"Uzun atlamada Sude 5m, Zeynep 4.5m uzaklıkta (pist sonuna). Hayat ikisinin arasında. Hayat'ın pist sonuna uzaklığı hangisi olabilir?",2√3,3√2,2√6,3√3,4√2,C,MEB,destekleyici,"[SORU] Uzun atlamada Sude 5m, Zeynep 4.5m uzaklıkta (pist sonuna). Hayat ikisinin arasında. Hayat'ın pist sonuna uzaklığı hangisi olabilir?
[A] 2√3
[B] 3√2
[C] 2√6
[D] 3√3
[E] 4√2",Karşılaştırma ve Sıralama_Problem
120,LGS,2022,Kareköklü İfadeler,Problem Çözme,Hesaplama,Zor,Marangoz. 2√15 dm ve 3√5 dm'lik raflar kesiyor. 120 dm ve 150 dm tahtalar var. En çok kaç kitaplık yapılır?,6,7,8,9,10,B,MEB,yok,"[SORU] Marangoz. 2√15 dm ve 3√5 dm'lik raflar kesiyor. 120 dm ve 150 dm tahtalar var. En çok kaç kitaplık yapılır?
[A] 6
[B] 7
[C] 8
[D] 9
[E] 10",Problem Çözme_Hesaplama
9,LGS,2020,Kareköklü İfadeler,Denklemler,Hesaplama,Zor,√(x−3) − 4√(x−1) = 1 ise x sayısının alabileceği değerler toplamı kaçtır?,2,4,6,8,12,E,Deneme,yok,"[SORU] √(x−3) − 4√(x−1) = 1 ise x sayısının alabileceği değerler toplamı kaçtır?
[A] 2
[B] 4
[C] 6
[D] 8
[E] 12",Denklemler_Hesaplama
468,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,"Şekildeki ABCD karesinin alanı 144 cm², EFGH karesinin alanı 81 cm²'dir. |AF| = 19 cm ise taralı şeklin çevresi kaç cm'dir?",34,28,22,18,,C,MEB,bagimli,"[SORU] Şekildeki ABCD karesinin alanı 144 cm², EFGH karesinin alanı 81 cm²'dir. |AF| = 19 cm ise taralı şeklin çevresi kaç cm'dir?
[A] 34
[B] 28
[C] 22
[D] 18
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
511,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Hesaplama,Kolay,Yukarıdaki şekilde alanı 108 cm² olan karenin içerisinden alanları 27 cm² ve 12 cm² olan kareler çıkarılmıştır. Buna göre şeklin çevresi kaç santimetredir?,24√3,30√3,34√3,44√3,,C,MEB,bagimli,"[SORU] Yukarıdaki şekilde alanı 108 cm² olan karenin içerisinden alanları 27 cm² ve 12 cm² olan kareler çıkarılmıştır. Buna göre şeklin çevresi kaç santimetredir?
[A] 24√3
[B] 30√3
[C] 34√3
[D] 44√3
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Hesaplama
177,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,³√((-3)^3) + √((-3)^2) - ⁴√((-2)^4) işlemi kaça eşittir?,-2,-1,0,1,2,A,Kitap,yok,"[SORU] ³√((-3)^3) + √((-3)^2) - ⁴√((-2)^4) işlemi kaça eşittir?
[A] -2
[B] -1
[C] 0
[D] 1
[E] 2",Üslü ve Köklü İfadeler_Hesaplama
110,LGS,2022,Kareköklü İfadeler,Problem Çözme,Problem,Orta,"Tabelada 10 sn yazıyor. Kerem saniyede 1 m hızla, kırmızı yanmadan 2 sn önce (8 saniyede) karşıya geçiyor. Yaya geçidi uzunluğu hangisi olabilir?",3√6,4√5,5√3,6√3,7√2,A,MEB,destekleyici,"[SORU] Tabelada 10 sn yazıyor. Kerem saniyede 1 m hızla, kırmızı yanmadan 2 sn önce (8 saniyede) karşıya geçiyor. Yaya geçidi uzunluğu hangisi olabilir?
[A] 3√6
[B] 4√5
[C] 5√3
[D] 6√3
[E] 7√2",Problem Çözme_Problem
629,LGS,2020,Kareköklü İfadeler,Alan ve Geometri,Yorum,Orta,Alanı 50 cm² olan dikdörtgenin kısa kenarı √2 cm’dir. Buna göre uzun kenarının uzunluğu kaç cm’dir?,25√2,10√2,5√2,20,,C,MEB,yok,"[SORU] Alanı 50 cm² olan dikdörtgenin kısa kenarı √2 cm’dir. Buna göre uzun kenarının uzunluğu kaç cm’dir?
[A] 25√2
[B] 10√2
[C] 5√2
[D] 20",Alan ve Geometri_Yorum
354,LGS,2020,Kareköklü İfadeler,Kök Sadeleştirme,Hesaplama,Kolay,√48 sayısı aşağıdaki sayılardan hangisi ile çarpılırsa sonuç bir doğal sayı olur?,√2,√3,√5,√6,,B,Örnek,yok,"[SORU] √48 sayısı aşağıdaki sayılardan hangisi ile çarpılırsa sonuç bir doğal sayı olur?
[A] √2
[B] √3
[C] √5
[D] √6",Kök Sadeleştirme_Hesaplama
301,LGS,2024,Kareköklü İfadeler,Problem Çözme,Problem,Orta,Yarıçapları √2 br ve √3 br olan iki çember sayı doğrusu üzerinde belirtilen noktalardan tam tur dönüyor. Çemberlerin tur sonunda aldıkları yolların orta noktası hangi iki tam sayı arasındadır?,-2 ile -1,-1 ile 0,0 ile 1,1 ile 2,-,C,Deneme,bagimli,"[SORU] Yarıçapları √2 br ve √3 br olan iki çember sayı doğrusu üzerinde belirtilen noktalardan tam tur dönüyor. Çemberlerin tur sonunda aldıkları yolların orta noktası hangi iki tam sayı arasındadır?
[A] -2 ile -1
[B] -1 ile 0
[C] 0 ile 1
[D] 1 ile 2
[E] -
[GÖRSEL] Bu soru görsele bağlıdır.",Problem Çözme_Problem
147,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,√(2 . ³√4) . ⁶√2 işlemi kaça eşittir?,1,√2,2,2√2,3,C,Kitap,yok,"[SORU] √(2 . ³√4) . ⁶√2 işlemi kaça eşittir?
[A] 1
[B] √2
[C] 2
[D] 2√2
[E] 3",Üslü ve Köklü İfadeler_Hesaplama
131,LGS,2022,Kareköklü İfadeler,Yaklaşık Değer,Problem,Orta,"Mavi bilye √2g, Kırmızı 3√2g. Toplam kütle 19-20g arası, 20'ye yakın. Mavi bilye sayısı hangisi olamaz?",8,6,5,2,1,B,MEB,destekleyici,"[SORU] Mavi bilye √2g, Kırmızı 3√2g. Toplam kütle 19-20g arası, 20'ye yakın. Mavi bilye sayısı hangisi olamaz?
[A] 8
[B] 6
[C] 5
[D] 2
[E] 1",Yaklaşık Değer_Problem
361,LGS,2020,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Orta,√(45/4) · √(5/9) işleminin sonucu kaçtır?,5/4,5/2,15/4,5,,B,Kitap,yok,"[SORU] √(45/4) · √(5/9) işleminin sonucu kaçtır?
[A] 5/4
[B] 5/2
[C] 15/4
[D] 5",İşlem ve Sadeleştirme_Hesaplama
218,LGS,2025,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Problem,Orta,"Mert cep telefonunun şifresini girerken şifrenin son basamağını hatırlamadığını fark ediyor. Bunun üzerine şifreyi köklü sayıların tam kısmı olarak karışık sırada not ettiği yandaki kâğıt parçasına bakıyor: ⁵√2, ³√11, 5√3, 2·⁴√5. Buna göre hatırlamadığı son basamak kaçtır?",0,2,4,5,7,B,Kitap,destekleyici,"[SORU] Mert cep telefonunun şifresini girerken şifrenin son basamağını hatırlamadığını fark ediyor. Bunun üzerine şifreyi köklü sayıların tam kısmı olarak karışık sırada not ettiği yandaki kâğıt parçasına bakıyor: ⁵√2, ³√11, 5√3, 2·⁴√5. Buna göre hatırlamadığı son basamak kaçtır?
[A] 0
[B] 2
[C] 4
[D] 5
[E] 7",Tam Sayı / Özel Tanımlar_Problem
232,LGS,2018,Kareköklü İfadeler,Alan ve Geometri,Problem,Zor,"Bir kenarının uzunluğu 10 m olan kare şeklindeki bir bahçenin sadece köşelerinde birer sulama sistemi vardır. Her bir sulama sistemi, bulunduğu köşeye uzaklığı en fazla 4 m olan kısma kadar sulama yapabilmektedir. Bu bahçenin sulama yapılamayan kısmında tabanı kare şeklinde olan bir çardak bulunmaktadır. Bu çardağın tabanının köşegeni ile bahçenin köşegeni çakışıktır. Taban köşegeninin uzunluğu metre cinsinden bir doğal sayı olan bu çardağın taban alanı en fazla kaç metrekaredir?",18,48,52,72,,A,MEB,bagimli,"[SORU] Bir kenarının uzunluğu 10 m olan kare şeklindeki bir bahçenin sadece köşelerinde birer sulama sistemi vardır. Her bir sulama sistemi, bulunduğu köşeye uzaklığı en fazla 4 m olan kısma kadar sulama yapabilmektedir. Bu bahçenin sulama yapılamayan kısmında tabanı kare şeklinde olan bir çardak bulunmaktadır. Bu çardağın tabanının köşegeni ile bahçenin köşegeni çakışıktır. Taban köşegeninin uzunluğu metre cinsinden bir doğal sayı olan bu çardağın taban alanı en fazla kaç metrekaredir?
[A] 18
[B] 48
[C] 52
[D] 72
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
640,LGS,2020,Kareköklü İfadeler,Yaklaşık Değer,Yorum,Orta,√63 sayısı aşağıdaki hangi iki tam sayı arasındadır?,7-8,6-7,8-9,5-6,,A,MEB,yok,"[SORU] √63 sayısı aşağıdaki hangi iki tam sayı arasındadır?
[A] 7-8
[B] 6-7
[C] 8-9
[D] 5-6",Yaklaşık Değer_Yorum
497,LGS,2025,Kareköklü İfadeler,Denklemler,Hesaplama,Kolay,Δ bir tam sayıdır. Δ√3 − √Δ = 10√3 olduğuna göre Δ kaçtır?,9,12,15,27,,B,MEB,yok,"[SORU] Δ bir tam sayıdır. Δ√3 − √Δ = 10√3 olduğuna göre Δ kaçtır?
[A] 9
[B] 12
[C] 15
[D] 27",Denklemler_Hesaplama
